parcel_id,sale_date,sale_year,sale_price,land_use,tax_district,sold_as_vacant,price_outlier_flag,sale_price_real
181 02 0A 066.00,2016-06-28,2016,145000.0,RESIDENTIAL CONDO,,N,CLEAN,140740.7018401534
181 02 0A 121.00,2016-06-01,2016,158000.0,RESIDENTIAL CONDO,,N,CLEAN,153358.83372927058
181 02 0A 178.00,2016-06-30,2016,136900.0,RESIDENTIAL CONDO,,N,CLEAN,132878.63504770346
181 02 0A 203.00,2016-06-06,2016,135900.0,RESIDENTIAL CONDO,,N,CLEAN,131908.00951777137
181 02 0A 217.00,2016-06-24,2016,159900.0,RESIDENTIAL CONDO,,N,CLEAN,155203.02223614158
181 02 0A 226.00,2016-06-30,2016,149900.0,RESIDENTIAL CONDO,,N,CLEAN,145496.76693682064
181 02 0A 247.00,2016-06-20,2016,161900.0,RESIDENTIAL CONDO,,N,CLEAN,157144.27329600576
181 02 0A 256.00,2016-06-03,2016,153900.0,RESIDENTIAL CONDO,,N,CLEAN,149379.269056549
181 03 0A 186.00,2016-06-03,2016,328000.0,SINGLE FAMILY,,N,CLEAN,318365.1738177263
181 03 0A 222.00,2016-06-21,2016,280947.0,SINGLE FAMILY,,N,CLEAN,272694.3307578316
181 03 0A 243.00,2016-06-13,2016,249000.0,SINGLE FAMILY,,N,CLEAN,241685.756953091
181 03 0A 258.00,2016-06-30,2016,290000.0,SINGLE FAMILY,,N,CLEAN,281481.4036803068
181 03 0A 356.00,2016-06-06,2016,255000.0,SINGLE FAMILY,,N,CLEAN,247509.51013268356
181 06 0A 001.00,2016-06-06,2016,317309.0,SINGLE FAMILY,,N,CLEAN,307988.2162772223
181 06 0A 003.00,2016-06-17,2016,339000.0,SINGLE FAMILY,,N,CLEAN,329042.0546469793
181 06 0A 009.00,2016-06-30,2016,286359.0,SINGLE FAMILY,,N,CLEAN,277947.35612582404
181 06 0A 014.00,2016-06-03,2016,278900.0,SINGLE FAMILY,,N,CLEAN,270707.46029806056
181 06 0A 018.00,2016-06-13,2016,286940.0,SINGLE FAMILY,,N,CLEAN,278511.2895587146
181 10 0A 141.00,2016-06-03,2016,279900.0,SINGLE FAMILY,,N,CLEAN,271678.08582799265
181 10 0A 167.00,2016-06-30,2016,305000.0,SINGLE FAMILY,,N,CLEAN,296040.78662928817
181 10 0A 264.00,2016-06-15,2016,307990.0,SINGLE FAMILY,,N,CLEAN,298942.9569637851
181 10 0A 289.00,2016-06-06,2016,346000.0,SINGLE FAMILY,,N,CLEAN,335836.43335650396
181 10 0D 028.00,2016-06-22,2016,300000.0,SINGLE FAMILY,,N,CLEAN,291187.6589796277
181 10 0E 028.00,2016-06-24,2016,274575.0,SINGLE FAMILY,,N,CLEAN,266509.5048811043
181 10 0E 029.00,2016-06-17,2016,245600.0,SINGLE FAMILY,,N,CLEAN,238385.63015132188
181 10 0E 030.00,2016-06-08,2016,245700.0,SINGLE FAMILY,,N,CLEAN,238482.6927043151
181 10 0E 032.00,2016-06-23,2016,242549.0,SINGLE FAMILY,,N,CLEAN,235424.25165949907
181 10 0E 033.00,2016-06-07,2016,235499.0,SINGLE FAMILY,,N,CLEAN,228581.34167347781
181 11 0B 078.00,2016-06-30,2016,245000.0,SINGLE FAMILY,,N,CLEAN,237803.25483336265
181 11 0B 100.00,2016-06-27,2016,290500.0,SINGLE FAMILY,,N,CLEAN,281966.71644527285
181 11 0C 020.00,2016-06-06,2016,208000.0,RESIDENTIAL CONDO,,N,CLEAN,201890.11022587522
181 14 0A 174.00,2016-06-23,2016,199900.0,RESIDENTIAL CONDO,,N,CLEAN,194028.04343342528
181 14 0A 187.00,2016-06-02,2016,204000.0,RESIDENTIAL CONDO,,N,CLEAN,198007.60810614686
181 14 0A 251.00,2016-06-29,2016,215600.0,RESIDENTIAL CONDO,,N,CLEAN,209266.86425335912
182 01 0A 032.00,2016-06-30,2016,223300.0,SINGLE FAMILY,,N,CLEAN,216740.68083383623
182 01 0A 070.00,2016-06-29,2016,220000.0,SINGLE FAMILY,,N,CLEAN,213537.6165850603
182 01 0A 085.00,2016-06-08,2016,215000.0,SINGLE FAMILY,,N,CLEAN,208684.48893539986
182 01 0A 158.00,2016-06-02,2016,250000.0,SINGLE FAMILY,,N,CLEAN,242656.3824830231
182 06 0A 209.00,2016-06-03,2016,150000.0,SINGLE FAMILY,,N,CLEAN,145593.82948981386
182 06 0A 391.00,2016-06-20,2016,170000.0,SINGLE FAMILY,,N,CLEAN,165006.3400884557
182 12 0A 010.00,2016-06-29,2016,250000.0,SINGLE FAMILY,,N,CLEAN,242656.3824830231
182 12 0A 023.00,2016-06-07,2016,284900.0,SINGLE FAMILY,,N,CLEAN,276531.2134776531
182 12 0A 069.00,2016-06-01,2016,209800.0,SINGLE FAMILY,,N,CLEAN,203637.23617975297
183 05 0A 034.00,2016-06-23,2016,187500.0,SINGLE FAMILY,,N,CLEAN,181992.28686226733
183 05 0A 134.00,2016-06-20,2016,227200.0,SINGLE FAMILY,,N,CLEAN,220526.12040057138
183 05 0A 386.00,2016-06-10,2016,275633.0,SINGLE FAMILY,,N,CLEAN,267536.4266917724
183 05 0A 401.00,2016-06-14,2016,280000.0,SINGLE FAMILY,,N,CLEAN,271775.1483809859
183 05 0A 409.00,2016-06-10,2016,296000.0,SINGLE FAMILY,,N,CLEAN,287305.15685989935
186 04 0A 050.00,2016-06-03,2016,324900.0,SINGLE FAMILY,,N,CLEAN,315356.2346749368
186 04 0A 074.00,2016-06-29,2016,396000.0,SINGLE FAMILY,,N,CLEAN,384367.70985310856
186 04 0A 390.00,2016-06-17,2016,387493.0,SINGLE FAMILY,,N,CLEAN,376110.5984699763
186 04 0A 396.00,2016-06-30,2016,357010.0,SINGLE FAMILY,,N,CLEAN,346523.0204410563
187 05 0A 053.00,2016-06-28,2016,280875.0,SINGLE FAMILY,,N,CLEAN,272624.44571967644
187 05 0A 055.00,2016-06-29,2016,275400.0,SINGLE FAMILY,,N,CLEAN,267310.27094329824
187 05 0A 057.00,2016-06-29,2016,259037.0,SINGLE FAMILY,,N,CLEAN,251427.92539701943
187 05 0A 059.00,2016-06-29,2016,277075.0,SINGLE FAMILY,,N,CLEAN,268936.0687059345
187 05 0A 066.00,2016-06-10,2016,208675.0,RESIDENTIAL CONDO,,N,CLEAN,202545.28245857937
187 05 0A 068.00,2016-06-30,2016,231550.0,RESIDENTIAL CONDO,,N,CLEAN,224748.34145577598
187 05 0A 072.00,2016-06-30,2016,239765.0,RESIDENTIAL CONDO,,N,CLEAN,232722.03018416814
187 05 0A 073.00,2016-06-30,2016,337890.0,SINGLE FAMILY,,N,CLEAN,327964.6603087547
187 05 0A 074.00,2016-06-13,2016,335250.0,SINGLE FAMILY,,N,CLEAN,325402.208909734
187 05 0A 075.00,2016-06-01,2016,230450.0,SINGLE FAMILY,,N,CLEAN,223680.6533728507
187 05 0A 121.00,2016-06-01,2016,318069.0,SINGLE FAMILY,,N,CLEAN,308725.8916799707
187 09 0A 183.00,2016-06-16,2016,334900.0,SINGLE FAMILY,,N,CLEAN,325062.48997425777
091 13 0 287.00,2016-06-21,2016,225000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,218390.7442347208
091 13 0 295.00,2016-06-15,2016,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,121328.19124151155
091 14 0A 004.00,2016-06-24,2016,275000.0,SINGLE FAMILY,,N,CLEAN,266922.02073132544
091 14 0B 030.00,2016-06-01,2016,542500.0,SINGLE FAMILY,,N,CLEAN,526564.3499881601
091 14 0B 031.00,2016-06-28,2016,604000.0,SINGLE FAMILY,,N,CLEAN,586257.8200789838
091 14 0B 034.00,2016-06-27,2016,383000.0,SINGLE FAMILY,,N,CLEAN,371749.5779639914
091 15 0 078.00,2016-06-28,2016,620000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,601787.8285578972
091 15 0 117.00,2016-06-24,2016,255112.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,247618.22019203595
091 15 0 120.00,2016-06-14,2016,286150.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,277744.4953900682
091 15 0 135.00,2016-06-01,2016,300000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,291187.6589796277
091 15 0 238.00,2016-06-03,2016,762000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,739616.6538082544
091 16 0 084.00,2016-06-17,2016,549900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,533746.9789096576
091 16 0 346.00,2016-06-09,2016,310017.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,300910.41491295747
092 02 0 379.00,2016-06-14,2016,153500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,148991.01884457617
092 03 0 161.00,2016-06-16,2016,50000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,48531.276496604616
092 04 0 037.00,2016-06-16,2016,240000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,232950.12718370216
092 06 0 273.00,2016-06-21,2016,186000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,180536.3485673692
092 06 0 503.00,2016-06-03,2016,475000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,461047.1267177439
092 07 0 121.00,2016-06-30,2016,40000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,38825.0211972837
092 08 0 094.00,2016-06-22,2016,190000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,184418.85068709755
092 09 0 206.00,2016-06-28,2016,257500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,249936.07395751378
092 09 0 256.00,2016-06-30,2016,225000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,218390.7442347208
092 09 0S 001.00,2016-06-15,2016,524900.0,RESIDENTIAL CONDO,,N,CLEAN,509481.3406613553
092 09 0T 002.00,2016-06-30,2016,529900.0,RESIDENTIAL CONDO,,N,CLEAN,514334.46831101575
092 13 0 052.00,2016-06-28,2016,216500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,210140.427230298
092 13 0 244.00,2016-06-24,2016,360000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,349425.1907755533
092 13 0 345.00,2016-06-03,2016,432500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,419795.54169562995
092 13 0K 002.00,2016-06-10,2016,548300.0,RESIDENTIAL CONDO,,N,CLEAN,532193.9780617662
092 16 0B 078.00,2016-06-16,2016,150000.0,RESIDENTIAL CONDO,,N,CLEAN,145593.82948981386
092 16 0C 101.00,2016-06-15,2016,375000.0,RESIDENTIAL CONDO,,N,CLEAN,363984.57372453465
092 16 0C 410.00,2016-06-23,2016,259900.0,RESIDENTIAL CONDO,,N,CLEAN,252265.57522935083
092 16 0D 120.00,2016-06-08,2016,250000.0,RESIDENTIAL CONDO,,N,CLEAN,242656.3824830231
092 16 0D 125.00,2016-06-03,2016,245000.0,RESIDENTIAL CONDO,,N,CLEAN,237803.25483336265
092 16 0D 424.00,2016-06-21,2016,214000.0,RESIDENTIAL CONDO,,N,CLEAN,207713.86340546777
092 16 0E 123.00,2016-06-15,2016,1300000.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,1261813.1889117202
092 16 0E 150.00,2016-06-29,2016,465000.0,RESIDENTIAL CONDO,,N,CLEAN,451340.87141842296
092 16 0H 103.00,2016-06-17,2016,195000.0,RESIDENTIAL CONDO,,N,CLEAN,189271.978336758
093 09 0A 096.00,2016-06-24,2016,674900.0,RESIDENTIAL CONDO,,N,CLEAN,655075.1701511692
093 13 0 235.00,2016-06-17,2016,600000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,582375.3179592554
102 04 0 181.00,2016-06-30,2016,257600.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,250033.136510507
102 07 0A 019.00,2016-06-15,2016,122000.0,RESIDENTIAL CONDO,,N,CLEAN,118416.31465171528
102 07 0A 070.00,2016-06-15,2016,115000.0,RESIDENTIAL CONDO,,N,CLEAN,111621.93594219063
102 07 0A 110.00,2016-06-15,2016,135000.0,RESIDENTIAL CONDO,,N,CLEAN,131034.44654083248
102 11 0 074.00,2016-06-29,2016,515000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,499872.14791502757
102 15 0 123.00,2016-06-13,2016,275000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,266922.02073132544
102 16 0 006.00,2016-06-16,2016,604000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,586257.8200789838
102 16 0 070.00,2016-06-30,2016,690000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,669731.6156531437
103 01 0 074.00,2016-06-20,2016,365000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,354278.31842521374
103 01 0 075.00,2016-06-20,2016,365000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,354278.31842521374
103 02 0 049.00,2016-06-17,2016,265000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,257215.7654320045
103 02 0 105.00,2016-06-02,2016,199900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,194028.04343342528
103 02 0 201.00,2016-06-10,2016,235000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,228096.9995340417
103 02 0K 011.00,2016-06-03,2016,440020.0,RESIDENTIAL CONDO,,N,CLEAN,427094.6456807193
103 02 0M 002.00,2016-06-23,2016,449900.0,RESIDENTIAL CONDO,,N,CLEAN,436684.42591644835
103 03 0 029.00,2016-06-17,2016,198000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,192183.85492655428
103 03 0 070.00,2016-06-06,2016,300000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,291187.6589796277
103 03 0 102.00,2016-06-03,2016,805000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,781353.5515953344
103 03 0 158.00,2016-06-24,2016,762500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,740101.9665732204
103 03 0 175.00,2016-06-24,2016,719000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,697879.7560211745
103 03 0 298.00,2016-06-17,2016,726000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,704674.1347306991
103 04 0 256.00,2016-06-24,2016,695000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,674584.7433028042
103 04 0 462.00,2016-06-01,2016,620000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,601787.8285578972
103 06 0 112.00,2016-06-27,2016,389860.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,378408.0690993255
103 08 0 061.00,2016-06-06,2016,756401.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,734182.1214661646
103 08 0 280.00,2016-06-24,2016,350000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,339718.9354762323
103 08 0B 212.00,2016-06-24,2016,305000.0,RESIDENTIAL CONDO,,N,CLEAN,296040.78662928817
103 08 0B 402.00,2016-06-07,2016,225000.0,RESIDENTIAL CONDO,,N,CLEAN,218390.7442347208
103 08 0C 014.00,2016-06-03,2016,220000.0,RESIDENTIAL CONDO,,N,CLEAN,213537.6165850603
103 10 0 072.00,2016-06-01,2016,735000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,713409.764500088
103 12 0A 023.00,2016-06-29,2016,234000.0,RESIDENTIAL CONDO,,N,CLEAN,227126.37400410962
103 13 0 044.00,2016-06-30,2016,650000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,630906.5944558601
103 14 0 014.00,2016-06-07,2016,365000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,354278.31842521374
103 14 0 071.00,2016-06-03,2016,1230000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1193869.4018164736
103 14 0A 035.00,2016-06-30,2016,310000.0,RESIDENTIAL CONDO,,N,CLEAN,300893.9142789486
103 14 0A 071.00,2016-06-13,2016,275000.0,RESIDENTIAL CONDO,,N,CLEAN,266922.02073132544
103 15 0B 073.00,2016-06-17,2016,235000.0,RESIDENTIAL CONDO,,N,CLEAN,228096.9995340417
103 15 0B 130.00,2016-06-17,2016,252500.0,RESIDENTIAL CONDO,,N,CLEAN,245082.94630785333
103 16 0 073.00,2016-06-30,2016,499000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,484342.1394361141
103 16 0B 047.00,2016-06-03,2016,372000.0,RESIDENTIAL CONDO,,N,CLEAN,361072.6971347384
103 16 0B 078.00,2016-06-03,2016,360000.0,RESIDENTIAL CONDO,,N,CLEAN,349425.1907755533
103 16 0C 302.00,2016-06-08,2016,235000.0,RESIDENTIAL CONDO,,N,CLEAN,228096.9995340417
103 16 0C 407.00,2016-06-17,2016,187000.0,RESIDENTIAL CONDO,,N,CLEAN,181506.97409730128
103 16 0F 001.00,2016-06-20,2016,272500.0,RESIDENTIAL CONDO,,N,CLEAN,264495.45690649515
103 16 0H 016.00,2016-06-23,2016,350000.0,RESIDENTIAL CONDO,,N,CLEAN,339718.9354762323
104 01 0 057.00,2016-06-01,2016,170000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,165006.3400884557
104 01 0 114.00,2016-06-24,2016,659900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,640515.7872021878
104 01 0 115.00,2016-06-30,2016,619900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,601690.766004904
104 01 0 249.00,2016-06-13,2016,680000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,660025.3603538228
104 01 0B 041.00,2016-06-22,2016,294500.0,RESIDENTIAL CONDO,,N,CLEAN,285849.2185650012
104 01 0B 073.00,2016-06-30,2016,311000.0,RESIDENTIAL CONDO,,N,CLEAN,301864.5398088807
104 01 0B 082.00,2016-06-17,2016,335000.0,RESIDENTIAL CONDO,,N,CLEAN,325159.55252725095
104 01 0B 089.00,2016-06-22,2016,292500.0,RESIDENTIAL CONDO,,N,CLEAN,283907.967505137
104 01 0F 016.00,2016-06-15,2016,363000.0,RESIDENTIAL CONDO,,N,CLEAN,352337.06736534956
104 02 0 169.00,2016-06-24,2016,617500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,599361.264733067
104 02 0A 006.00,2016-06-17,2016,140000.0,RESIDENTIAL CONDO,,N,CLEAN,135887.57419049295
104 02 0C 305.00,2016-06-17,2016,412000.0,RESIDENTIAL CONDO,,N,CLEAN,399897.7183320221
104 02 0F 009.00,2016-06-30,2016,183000.0,RESIDENTIAL CONDO,,N,CLEAN,177624.47197757292
104 02 0M 217.00,2016-06-17,2016,286700.0,RESIDENTIAL CONDO,,N,CLEAN,278278.3394315309
104 02 0X 224.00,2016-06-15,2016,485000.0,RESIDENTIAL CONDO,,N,CLEAN,470753.3820170648
104 02 1B 010.00,2016-06-27,2016,454400.0,RESIDENTIAL CONDO,,N,CLEAN,441052.24080114276
104 02 3D 103.00,2016-06-22,2016,421500.0,RESIDENTIAL CONDO,,N,CLEAN,409118.66086637694
104 02 3H 005.00,2016-06-30,2016,374900.0,RESIDENTIAL CONDO,,N,CLEAN,363887.5111715414
104 02 3L 007.00,2016-06-14,2016,398750.0,RESIDENTIAL CONDO,,N,CLEAN,387036.9300604218
104 02 3L 008.00,2016-06-23,2016,370935.0,RESIDENTIAL CONDO,,N,CLEAN,360038.9809453607
104 02 3L 009.00,2016-06-24,2016,384000.0,RESIDENTIAL CONDO,,N,CLEAN,372720.2034939235
104 02 4C 022.00,2016-06-21,2016,652500.0,RESIDENTIAL CONDO,,N,CLEAN,633333.1582806903
104 02 4C 033.00,2016-06-21,2016,640000.0,RESIDENTIAL CONDO,,N,CLEAN,621200.3391565392
104 02 4C 034.00,2016-06-22,2016,585000.0,RESIDENTIAL CONDO,,N,CLEAN,567815.935010274
104 02 4C 040.00,2016-06-27,2016,710000.0,RESIDENTIAL CONDO,,N,CLEAN,689144.1262517856
104 02 4C 069.00,2016-06-30,2016,760000.0,RESIDENTIAL CONDO,,N,CLEAN,737675.4027483902
104 04 0E 505.00,2016-06-20,2016,249900.0,RESIDENTIAL CONDO,,N,CLEAN,242559.3199300299
104 05 0 191.00,2016-06-30,2016,755000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,732822.2750987298
104 05 0 299.00,2016-06-24,2016,635000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,616347.2115068787
104 05 0N 001.00,2016-06-02,2016,499000.0,RESIDENTIAL CONDO,,N,CLEAN,484342.1394361141
104 05 0N 002.00,2016-06-13,2016,482000.0,RESIDENTIAL CONDO,,N,CLEAN,467841.5054272685
104 06 0 209.00,2016-06-07,2016,559000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,542579.6712320397
104 06 0A 005.00,2016-06-03,2016,191000.0,RESIDENTIAL CONDO,,N,CLEAN,185389.47621702965
104 06 0B 204.00,2016-06-23,2016,319000.0,RESIDENTIAL CONDO,,N,CLEAN,309629.5440483375
104 06 0B 604.00,2016-06-29,2016,350000.0,RESIDENTIAL CONDO,,N,CLEAN,339718.9354762323
104 06 0M 001.00,2016-06-27,2016,310000.0,RESIDENTIAL CONDO,,N,CLEAN,300893.9142789486
104 06 0M 017.00,2016-06-15,2016,301000.0,RESIDENTIAL CONDO,,N,CLEAN,292158.2845095598
104 08 0M 312.00,2016-06-02,2016,355000.0,RESIDENTIAL CONDO,,N,CLEAN,344572.0631258928
104 08 0M 408.00,2016-06-30,2016,413000.0,RESIDENTIAL CONDO,,N,CLEAN,400868.34386195417
104 09 0E 005.00,2016-06-15,2016,215000.0,RESIDENTIAL CONDO,,N,CLEAN,208684.48893539986
104 09 0E 012.00,2016-06-10,2016,120000.0,RESIDENTIAL CONDO,,N,CLEAN,116475.06359185108
104 09 0G 025.00,2016-06-03,2016,180000.0,RESIDENTIAL CONDO,,N,CLEAN,174712.59538777664
104 09 0K 206.00,2016-06-03,2016,255000.0,RESIDENTIAL CONDO,,N,CLEAN,247509.51013268356
104 10 0 021.00,2016-06-03,2016,435000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,422222.1055204602
104 10 0 225.00,2016-06-27,2016,621000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,602758.4540878293
104 10 0 226.00,2016-06-17,2016,600000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,582375.3179592554
104 10 0D 007.00,2016-06-30,2016,389000.0,RESIDENTIAL CONDO,,N,CLEAN,377573.3311435839
104 10 0R 009.00,2016-06-24,2016,505000.0,RESIDENTIAL CONDO,,N,CLEAN,490165.89261570666
104 11 0X 001.00,2016-06-30,2016,195250.0,RESIDENTIAL CONDO,,N,CLEAN,189514.63471924103
104 11 1A 001.00,2016-06-13,2016,710000.0,RESIDENTIAL CONDO,,N,CLEAN,689144.1262517856
104 12 0 160.00,2016-06-06,2016,1365000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1324903.848357306
104 13 0 031.00,2016-06-27,2016,1438000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1395759.512042349
104 13 0 048.00,2016-06-24,2016,990000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,960919.2746327715
104 13 0 101.00,2016-06-23,2016,2210000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,2145082.4211499244
104 13 0A 047.00,2016-06-28,2016,345000.0,RESIDENTIAL CONDO,,N,CLEAN,334865.80782657187
104 13 0B 090.00,2016-06-10,2016,418000.0,RESIDENTIAL CONDO,,N,CLEAN,405721.4715116146
104 13 0D 005.00,2016-06-17,2016,230000.0,RESIDENTIAL CONDO,,N,CLEAN,223243.87188438125
104 13 0F 132.00,2016-06-08,2016,698000.0,RESIDENTIAL CONDO,,N,CLEAN,677496.6198926005
104 13 0F 146.00,2016-06-28,2016,590000.0,RESIDENTIAL CONDO,,N,CLEAN,572669.0626599345
104 14 0 051.00,2016-06-03,2016,900000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,873562.9769388832
104 14 0 091.00,2016-06-15,2016,418000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,405721.4715116146
104 14 0H 008.00,2016-06-01,2016,645000.0,SINGLE FAMILY,,N,CLEAN,626053.4668061996
104 14 0H 073.00,2016-06-01,2016,1935000.0,SINGLE FAMILY,,N,STATISTICAL_OUTLIER,1878160.4004185987
104 14 0I 001.00,2016-06-16,2016,738000.0,RESIDENTIAL CONDO,,N,CLEAN,716321.6410898842
104 15 0 035.00,2016-06-30,2016,425000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,412515.85022113926
104 15 0 366.00,2016-06-15,2016,615000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,596934.7009082368
104 15 0 392.00,2016-06-27,2016,785000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,761941.0409966925
104 16 0 146.00,2016-06-20,2016,905012.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,878427.7520949028
104 16 0E 017.00,2016-06-01,2016,145900.0,RESIDENTIAL CONDO,,N,CLEAN,141614.26481709228
105 01 0 114.00,2016-06-15,2016,750000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,727969.1474490693
105 01 0 215.00,2016-06-15,2016,435000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,422222.1055204602
105 01 0 522.00,2016-06-15,2016,350000.0,DORMITORY/BOARDING HOUSE,URBAN SERVICES DISTRICT,N,CLEAN,339718.9354762323
105 01 0 544.00,2016-06-30,2016,1075000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1043422.4446769994
105 01 0 545.00,2016-06-30,2016,1075000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1043422.4446769994
105 01 0 554.00,2016-06-30,2016,1300000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1261813.1889117202
105 01 0 555.00,2016-06-30,2016,1300000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1261813.1889117202
105 01 0 557.00,2016-06-30,2016,1300000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1261813.1889117202
105 01 0 571.00,2016-06-02,2016,405000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,393103.33962249744
105 01 0 572.00,2016-06-07,2016,389900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,378446.89412052283
105 01 0B 106.00,2016-06-24,2016,424900.0,RESIDENTIAL CONDO,,N,CLEAN,412418.7876681461
105 01 0B 203.00,2016-06-02,2016,305000.0,RESIDENTIAL CONDO,,N,CLEAN,296040.78662928817
