parcel_id,sale_date,sale_year,sale_price,land_use,tax_district,sold_as_vacant,price_outlier_flag,sale_price_real
082 12 0 382.00,2013-08-28,2013,229900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,229900.0
082 12 0 384.00,2013-08-30,2013,950000.0,VACANT RES LAND,,Y,STATISTICAL_OUTLIER,950000.0
082 15 0A 708.00,2013-08-23,2013,274900.0,RESIDENTIAL CONDO,,N,CLEAN,274900.0
082 16 0 141.00,2013-08-08,2013,349900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,349900.0
082 16 0 175.00,2013-08-19,2013,205000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,205000.0
082 16 0 348.00,2013-08-06,2013,150000.0,SINGLE FAMILY,,N,CLEAN,150000.0
082 16 0 435.00,2013-08-29,2013,238500.0,ZERO LOT LINE,URBAN SERVICES DISTRICT,N,CLEAN,238500.0
082 16 0C 002.00,2013-08-09,2013,175950.0,RESIDENTIAL CONDO,,N,CLEAN,175950.0
083 01 0 271.00,2013-08-27,2013,245000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,245000.0
083 01 0 358.00,2013-08-02,2013,270000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,270000.0
083 02 0 083.00,2013-08-09,2013,234000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,234000.0
083 02 0 177.00,2013-08-02,2013,279900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,279900.0
083 03 0 031.00,2013-08-30,2013,325000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,325000.0
083 03 0 039.00,2013-08-21,2013,139750.0,SINGLE FAMILY,,N,CLEAN,139750.0
083 03 0 082.00,2013-08-09,2013,124000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,124000.0
083 03 0 200.00,2013-08-22,2013,189000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,189000.0
083 03 0A 003.00,2013-08-21,2013,215000.0,RESIDENTIAL CONDO,,N,CLEAN,215000.0
083 03 0A 004.00,2013-08-21,2013,215000.0,RESIDENTIAL CONDO,,N,CLEAN,215000.0
083 04 0 003.00,2013-08-27,2013,188900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,188900.0
083 04 0 060.00,2013-08-19,2013,149900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,149900.0
083 04 0 097.00,2013-08-07,2013,285000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,285000.0
083 04 0A 009.00,2013-08-30,2013,339900.0,SINGLE FAMILY,,N,CLEAN,339900.0
083 05 0 172.00,2013-08-30,2013,167000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,167000.0
083 05 0 190.00,2013-08-29,2013,355000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,355000.0
083 05 0 428.00,2013-08-22,2013,332500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,332500.0
083 06 0 005.00,2013-08-30,2013,175000.0,SINGLE FAMILY,,N,CLEAN,175000.0
083 06 0 124.00,2013-08-28,2013,238660.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,238660.0
083 06 0 166.00,2013-08-30,2013,165000.0,SINGLE FAMILY,,N,CLEAN,165000.0
083 06 0 193.00,2013-08-20,2013,162500.0,SINGLE FAMILY,,N,CLEAN,162500.0
083 06 0 361.00,2013-08-13,2013,270000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,270000.0
083 07 0 016.00,2013-08-12,2013,365000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,365000.0
083 07 0 085.00,2013-08-30,2013,149900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,149900.0
083 07 0 325.00,2013-08-26,2013,132000.0,DUPLEX,,N,CLEAN,132000.0
083 08 0 235.00,2013-08-30,2013,175000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,175000.0
083 09 0 363.00,2013-08-30,2013,369500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,369500.0
083 09 0 426.00,2013-08-12,2013,410000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,410000.0
083 10 0 066.00,2013-08-15,2013,180415.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,180415.0
083 10 0 159.00,2013-08-16,2013,374000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,374000.0
083 11 0 035.00,2013-08-23,2013,290900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,290900.0
083 11 0 132.00,2013-08-30,2013,144900.0,SINGLE FAMILY,,N,CLEAN,144900.0
083 11 0 140.00,2013-08-16,2013,145000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,145000.0
083 13 0 107.00,2013-08-23,2013,278000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,278000.0
083 13 0 116.00,2013-08-30,2013,185000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,185000.0
083 13 0 152.00,2013-08-28,2013,93000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,93000.0
083 13 0 207.00,2013-08-21,2013,280000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,280000.0
083 13 0 209.00,2013-08-27,2013,396500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,396500.0
083 13 0 232.00,2013-08-23,2013,214500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,214500.0
083 13 0 277.00,2013-08-16,2013,265000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,265000.0
083 13 0 409.00,2013-08-08,2013,466000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,466000.0
083 13 0 430.00,2013-08-29,2013,319000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,319000.0
083 13 0 451.00,2013-08-16,2013,95000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,95000.0
083 15 0 163.00,2013-08-09,2013,150000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,150000.0
084 01 0 013.00,2013-08-16,2013,115000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,115000.0
084 01 0 094.00,2013-08-13,2013,177000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,177000.0
084 01 0 128.00,2013-08-12,2013,154000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,154000.0
094 01 0 025.00,2013-08-19,2013,194000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,194000.0
094 01 0 027.00,2013-08-08,2013,125000.0,TRIPLEX,URBAN SERVICES DISTRICT,N,CLEAN,125000.0
094 01 0 148.00,2013-08-14,2013,151000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,151000.0
094 01 0 208.00,2013-08-05,2013,25000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,25000.0
094 01 0 234.00,2013-08-05,2013,205000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,205000.0
094 01 0 244.00,2013-08-26,2013,136900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,136900.0
094 01 0 362.00,2013-08-28,2013,143000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,143000.0
094 02 0 059.00,2013-08-28,2013,400900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,400900.0
094 02 0 224.00,2013-08-26,2013,298000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,298000.0
044 05 0 102.00,2013-08-30,2013,50000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,50000.0
044 10 0 013.00,2013-08-27,2013,110000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,110000.0
044 11 0 046.00,2013-08-12,2013,120000.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,120000.0
044 15 0 253.00,2013-08-05,2013,95000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,95000.0
044 15 0 382.00,2013-08-20,2013,115500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,115500.0
053 02 0 002.00,2013-08-14,2013,135000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,135000.0
053 03 0 143.00,2013-08-02,2013,60000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,60000.0
053 03 0 181.00,2013-08-19,2013,105000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,105000.0
053 03 0 258.00,2013-08-15,2013,201000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,201000.0
053 03 0 359.00,2013-08-09,2013,145000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,145000.0
053 06 0 014.00,2013-08-23,2013,75000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,75000.0
053 06 0B 128.00,2013-08-28,2013,134000.0,SINGLE FAMILY,,N,CLEAN,134000.0
053 08 0 057.00,2013-08-07,2013,75000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,75000.0
053 08 0A 010.00,2013-08-29,2013,250000.0,RESIDENTIAL CONDO,,N,CLEAN,250000.0
053 16 0 307.00,2013-08-30,2013,150000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,150000.0
062 02 0B 057.00,2013-08-30,2013,179900.0,SINGLE FAMILY,,N,CLEAN,179900.0
062 02 0B 190.00,2013-08-08,2013,162500.0,SINGLE FAMILY,,N,CLEAN,162500.0
062 02 0B 264.00,2013-08-01,2013,229845.0,SINGLE FAMILY,,N,CLEAN,229845.0
062 11 0 032.00,2013-08-27,2013,155000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,155000.0
062 15 0 011.00,2013-08-30,2013,195500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,195500.0
063 12 0 029.00,2013-08-05,2013,134000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,134000.0
063 16 0A 039.00,2013-08-19,2013,164000.0,SINGLE FAMILY,,N,CLEAN,164000.0
063 16 0B 105.00,2013-08-09,2013,172000.0,SINGLE FAMILY,,N,CLEAN,172000.0
063 16 0C 039.00,2013-08-28,2013,153000.0,RESIDENTIAL CONDO,,N,CLEAN,153000.0
064 03 0A 060.00,2013-08-14,2013,284900.0,SINGLE FAMILY,,N,CLEAN,284900.0
064 05 0 081.00,2013-08-28,2013,345000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,345000.0
064 09 0 214.00,2013-08-12,2013,154900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,154900.0
064 12 0A 706.00,2013-08-15,2013,135000.0,RESIDENTIAL CONDO,,N,CLEAN,135000.0
064 12 0A 708.00,2013-08-20,2013,107500.0,RESIDENTIAL CONDO,,N,CLEAN,107500.0
064 12 0A 806.00,2013-08-05,2013,104750.0,RESIDENTIAL CONDO,,N,CLEAN,104750.0
064 13 0A 031.00,2013-08-23,2013,146500.0,SINGLE FAMILY,,N,CLEAN,146500.0
064 13 0B 045.00,2013-08-30,2013,88000.0,RESIDENTIAL CONDO,,N,CLEAN,88000.0
064 13 0B 116.00,2013-08-15,2013,124434.0,SINGLE FAMILY,,N,CLEAN,124434.0
064 15 0A 003.00,2013-08-26,2013,181400.0,SINGLE FAMILY,,N,CLEAN,181400.0
064 16 0D 030.00,2013-08-01,2013,165000.0,SINGLE FAMILY,,N,CLEAN,165000.0
064 16 0D 036.00,2013-08-30,2013,156900.0,SINGLE FAMILY,,N,CLEAN,156900.0
064 16 0D 095.00,2013-08-19,2013,165700.0,SINGLE FAMILY,,N,CLEAN,165700.0
073 07 0 019.00,2013-08-09,2013,140000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,140000.0
073 07 0 021.00,2013-08-30,2013,110000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,110000.0
073 07 0 060.00,2013-08-15,2013,144500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,144500.0
073 07 0 186.00,2013-08-21,2013,70000.0,ZERO LOT LINE,URBAN SERVICES DISTRICT,N,CLEAN,70000.0
073 12 0 080.00,2013-08-15,2013,139000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,139000.0
074 08 0 033.00,2013-08-16,2013,142924.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,142924.0
074 12 0 012.00,2013-08-05,2013,60000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,60000.0
075 06 0 120.00,2013-08-02,2013,101000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,101000.0
075 07 0 211.00,2013-08-30,2013,120000.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,120000.0
075 07 0 268.00,2013-08-30,2013,90000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,90000.0
075 11 0 107.00,2013-08-26,2013,95000.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,95000.0
075 11 0 184.00,2013-08-12,2013,78750.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,78750.0
075 11 0A 141.00,2013-08-19,2013,205900.0,SINGLE FAMILY,,N,CLEAN,205900.0
075 12 0 016.00,2013-08-26,2013,182500.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,182500.0
075 12 0B 068.00,2013-08-01,2013,115000.0,SINGLE FAMILY,,N,CLEAN,115000.0
075 12 0C 041.00,2013-08-09,2013,132000.0,RESIDENTIAL CONDO,,N,CLEAN,132000.0
075 13 0 060.00,2013-08-02,2013,17000.0,VACANT RES LAND,GENERAL SERVICES DISTRICT,Y,CLEAN,17000.0
076 05 0 079.00,2013-08-20,2013,97900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,97900.0
076 09 0 007.00,2013-08-30,2013,122000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,122000.0
076 09 0 021.00,2013-08-22,2013,155000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,155000.0
084 08 0 015.00,2013-08-19,2013,140000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,140000.0
084 11 0 195.00,2013-08-23,2013,114800.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,114800.0
084 12 0 121.00,2013-08-30,2013,160900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,160900.0
084 14 0 162.00,2013-08-27,2013,185000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,185000.0
084 15 0 100.00,2013-08-21,2013,180000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,180000.0
085 13 0 024.00,2013-08-21,2013,115000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,115000.0
085 14 0 024.00,2013-08-01,2013,318000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,318000.0
086 04 0A 074.00,2013-08-20,2013,216900.0,SINGLE FAMILY,,N,CLEAN,216900.0
086 04 0C 029.00,2013-08-29,2013,234000.0,SINGLE FAMILY,,N,CLEAN,234000.0
086 07 0 125.00,2013-08-07,2013,120000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,120000.0
086 08 0 051.00,2013-08-23,2013,146000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,146000.0
086 08 0 072.00,2013-08-30,2013,175000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,175000.0
086 09 0 047.00,2013-08-09,2013,114000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,114000.0
086 10 0B 126.00,2013-08-30,2013,140000.0,RESIDENTIAL CONDO,,N,CLEAN,140000.0
086 12 0 010.00,2013-08-16,2013,110000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,110000.0
086 12 0A 018.00,2013-08-23,2013,188000.0,SINGLE FAMILY,,N,CLEAN,188000.0
086 12 0A 019.00,2013-08-12,2013,199500.0,SINGLE FAMILY,,N,CLEAN,199500.0
086 12 0A 022.00,2013-08-16,2013,191900.0,SINGLE FAMILY,,N,CLEAN,191900.0
087 01 0 033.00,2013-08-14,2013,255000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,255000.0
087 01 0A 073.00,2013-08-21,2013,144000.0,SINGLE FAMILY,,N,CLEAN,144000.0
087 01 0A 121.00,2013-08-27,2013,145000.0,SINGLE FAMILY,,N,CLEAN,145000.0
087 01 0A 141.00,2013-08-30,2013,139900.0,SINGLE FAMILY,,N,CLEAN,139900.0
087 05 0A 094.00,2013-08-23,2013,142000.0,SINGLE FAMILY,,N,CLEAN,142000.0
087 05 0A 147.00,2013-08-29,2013,164900.0,SINGLE FAMILY,,N,CLEAN,164900.0
087 09 0 018.00,2013-08-08,2013,73100.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,73100.0
087 09 0 033.00,2013-08-02,2013,30000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,30000.0
087 10 0A 040.00,2013-08-30,2013,424300.0,SINGLE FAMILY,,N,CLEAN,424300.0
087 13 0 058.00,2013-08-09,2013,77000.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,77000.0
094 16 0E 080.00,2013-08-02,2013,144000.0,RESIDENTIAL CONDO,,N,CLEAN,144000.0
095 02 0 085.00,2013-08-22,2013,103000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,103000.0
095 02 0 089.00,2013-08-14,2013,142500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,142500.0
095 03 0 089.00,2013-08-12,2013,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125000.0
095 05 0 042.00,2013-08-21,2013,157000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,157000.0
095 05 0A 025.00,2013-08-07,2013,108000.0,SINGLE FAMILY,,N,CLEAN,108000.0
095 08 0 032.00,2013-08-05,2013,90500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,90500.0
095 12 0 109.00,2013-08-14,2013,137500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,137500.0
096 02 0 054.00,2013-08-23,2013,86000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,86000.0
096 09 0B 007.00,2013-08-19,2013,164900.0,RESIDENTIAL CONDO,,N,CLEAN,164900.0
096 13 0 111.00,2013-08-21,2013,111100.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,111100.0
096 16 0 101.00,2013-08-21,2013,133000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,133000.0
097 02 0A 258.00,2013-08-16,2013,160000.0,RESIDENTIAL CONDO,,N,CLEAN,160000.0
096 16 0A 023.00,2013-08-27,2013,90000.0,RESIDENTIAL CONDO,,N,CLEAN,90000.0
096 16 0A 082.00,2013-08-29,2013,118750.0,RESIDENTIAL CONDO,,N,CLEAN,118750.0
096 16 0B 008.00,2013-08-02,2013,167250.0,SINGLE FAMILY,,N,CLEAN,167250.0
098 05 0 055.00,2013-08-21,2013,137500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,137500.0
098 05 0A 002.00,2013-08-20,2013,190000.0,SINGLE FAMILY,,N,CLEAN,190000.0
098 05 0A 022.00,2013-08-26,2013,196000.0,SINGLE FAMILY,,N,CLEAN,196000.0
098 05 0B 046.00,2013-08-23,2013,252000.0,SINGLE FAMILY,,N,CLEAN,252000.0
098 06 0A 197.00,2013-08-23,2013,213775.0,SINGLE FAMILY,,N,CLEAN,213775.0
098 06 0B 021.00,2013-08-28,2013,267000.0,RESIDENTIAL CONDO,,N,CLEAN,267000.0
098 13 0A 019.00,2013-08-02,2013,222750.0,SINGLE FAMILY,,N,CLEAN,222750.0
107 05 0B 215.00,2013-08-07,2013,55000.0,RESIDENTIAL CONDO,,N,CLEAN,55000.0
107 09 0 059.00,2013-08-22,2013,100000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,100000.0
107 14 0 046.00,2013-08-09,2013,32248.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,32248.0
108 07 0B 004.00,2013-08-16,2013,77000.0,RESIDENTIAL CONDO,,N,CLEAN,77000.0
108 08 0 239.00,2013-08-28,2013,615661.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,615661.0
108 08 0E 014.00,2013-08-15,2013,82000.0,ZERO LOT LINE,,N,CLEAN,82000.0
108 12 0B 169.00,2013-08-09,2013,184500.0,SINGLE FAMILY,,N,CLEAN,184500.0
108 16 0 180.00,2013-08-15,2013,104500.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,104500.0
108 16 0A 042.00,2013-08-30,2013,174000.0,SINGLE FAMILY,,N,CLEAN,174000.0
109 01 0 009.00,2013-08-30,2013,156000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,156000.0
109 01 0A 018.00,2013-08-23,2013,237500.0,SINGLE FAMILY,,N,CLEAN,237500.0
109 04 0A 017.00,2013-08-16,2013,236085.0,SINGLE FAMILY,,N,CLEAN,236085.0
109 04 0A 060.00,2013-08-21,2013,282235.0,SINGLE FAMILY,,N,CLEAN,282235.0
109 04 0A 065.00,2013-08-07,2013,255690.0,SINGLE FAMILY,,N,CLEAN,255690.0
109 04 0A 068.00,2013-08-01,2013,236055.0,SINGLE FAMILY,,N,CLEAN,236055.0
109 04 0A 071.00,2013-08-30,2013,50500.0,VACANT RES LAND,,Y,CLEAN,50500.0
109 05 0A 003.00,2013-08-06,2013,213000.0,SINGLE FAMILY,,N,CLEAN,213000.0
109 08 0A 005.00,2013-08-30,2013,281050.0,SINGLE FAMILY,,N,CLEAN,281050.0
109 08 0A 024.00,2013-08-12,2013,74605.0,VACANT RES LAND,,Y,CLEAN,74605.0
110 03 0A 012.00,2013-08-23,2013,271455.0,SINGLE FAMILY,,N,CLEAN,271455.0
110 03 0A 111.00,2013-08-22,2013,310800.0,SINGLE FAMILY,,N,CLEAN,310800.0
120 02 0 116.00,2013-08-30,2013,63000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,63000.0
120 02 0 134.00,2013-08-16,2013,90000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,90000.0
120 13 0 034.00,2013-08-29,2013,111000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,111000.0
122 01 0A 296.00,2013-08-16,2013,250000.0,SINGLE FAMILY,,N,CLEAN,250000.0
122 01 0A 336.00,2013-08-09,2013,113500.0,RESIDENTIAL CONDO,,N,CLEAN,113500.0
122 01 0A 528.00,2013-08-09,2013,119005.0,RESIDENTIAL CONDO,,N,CLEAN,119005.0
122 15 0A 043.00,2013-08-15,2013,104000.0,RESIDENTIAL CONDO,,N,CLEAN,104000.0
122 15 0A 109.00,2013-08-29,2013,69000.0,RESIDENTIAL CONDO,,N,CLEAN,69000.0
134 01 0 042.00,2013-08-21,2013,101964.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,101964.0
134 01 0 064.00,2013-08-30,2013,115000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,115000.0
134 14 0 010.00,2013-08-22,2013,108000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,108000.0
135 05 0 057.00,2013-08-08,2013,62500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,62500.0
135 11 0C 036.00,2013-08-30,2013,120000.0,RESIDENTIAL CONDO,,N,CLEAN,120000.0
135 11 0C 051.00,2013-08-30,2013,127000.0,RESIDENTIAL CONDO,,N,CLEAN,127000.0
135 11 0C 058.00,2013-08-29,2013,65000.0,RESIDENTIAL CONDO,,N,CLEAN,65000.0
135 14 0B 023.00,2013-08-30,2013,150000.0,SINGLE FAMILY,,N,CLEAN,150000.0
135 16 0 039.00,2013-08-30,2013,144500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,144500.0
136 03 0C 080.00,2013-08-08,2013,115000.0,ZERO LOT LINE,,N,CLEAN,115000.0
136 05 0A 091.00,2013-08-29,2013,167500.0,SINGLE FAMILY,,N,CLEAN,167500.0
136 06 0 030.00,2013-08-15,2013,177000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,177000.0
136 09 0 033.00,2013-08-06,2013,160000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,160000.0
136 10 0B 029.00,2013-08-01,2013,70000.0,RESIDENTIAL CONDO,,N,CLEAN,70000.0
136 15 0 087.00,2013-08-30,2013,67000.0,ZERO LOT LINE,URBAN SERVICES DISTRICT,N,CLEAN,67000.0
136 15 0B 005.00,2013-08-27,2013,123000.0,RESIDENTIAL CONDO,,N,CLEAN,123000.0
136 15 0B 156.00,2013-08-27,2013,90000.0,RESIDENTIAL CONDO,,N,CLEAN,90000.0
148 06 0 123.00,2013-08-09,2013,75000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,75000.0
149 02 0 128.00,2013-08-26,2013,145500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,145500.0
149 02 0B 063.00,2013-08-29,2013,135000.0,SINGLE FAMILY,,N,CLEAN,135000.0
149 03 0A 035.00,2013-08-12,2013,134000.0,SINGLE FAMILY,,N,CLEAN,134000.0
149 03 0D 001.00,2013-08-29,2013,129000.0,SINGLE FAMILY,,N,CLEAN,129000.0
149 05 0 027.00,2013-08-16,2013,102000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,102000.0
149 05 0 028.00,2013-08-22,2013,60000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,60000.0
149 05 0 033.00,2013-08-29,2013,78000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,78000.0
149 08 0 081.00,2013-08-02,2013,73500.0,ZERO LOT LINE,URBAN SERVICES DISTRICT,N,CLEAN,73500.0
149 10 0 098.00,2013-08-22,2013,150000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,150000.0
150 01 0 069.00,2013-08-08,2013,117000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,117000.0
150 04 0 108.00,2013-08-26,2013,133000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,133000.0
150 04 0 150.00,2013-08-16,2013,166900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,166900.0
150 06 0 036.00,2013-08-28,2013,119000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,119000.0
150 06 0 177.00,2013-08-30,2013,30000.0,VACANT RES LAND,URBAN SERVICES DISTRICT,Y,CLEAN,30000.0
